place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic,prob_negative,prob_neutral,prob_positive,predicted_label,margin
Starbucks SM Davao Expansion Wing,1,coffee,They don't care if the entrance door is kept open.,Store Operations and Accessibility,,False,0.41451886,0.20628881,0.37919232,NEGATIVE,0.03532654
The Matcha Tokyo - Azuela High Street,1,matcha,"April 2026 – Located at Cluster 1, Unit 2 of Azuela High Street in Lanang, The Matcha Tokyo is one of the first establishments to open in this new complex.",Store Operations and Accessibility,,False,0.39740244,0.21708624,0.38551137,NEGATIVE,0.011891067
MANU Coffee,2,coffee,May dedicated parking space.,Store Operations and Accessibility,,False,0.40853837,0.20679702,0.38466462,NEGATIVE,0.023873746
Humble Table,1,coffee,Parking is very limited and only fits around two cars lang.,Store Operations and Accessibility,,False,0.4002507,0.21859252,0.38115677,NEGATIVE,0.01909393
Brewpoint Davao,2,coffee,"Walay parking area, sa gawas ka lang mag park tapos guardian mo singil ug extra.",Store Operations and Accessibility,,True,0.40628833,0.21234323,0.3813685,NEGATIVE,0.024919838
Brew Nation Davao,1,coffee,"Grabe ka lisod ang access sa CR, kinahanglan mo hangyo pa sa staff para sa key.",Store Operations and Accessibility,,True,0.40065402,0.2208374,0.37850854,NEGATIVE,0.02214548
Coffeecat,3,coffee,Coffee Cat  cat  Good location.,Store Operations and Accessibility,,False,0.40114474,0.21224102,0.38661423,NEGATIVE,0.01453051
Steep Leaf Davao,1,coffee and matcha,Mag order lang ka pila na ka minuto ang hulat kay kulang ug staff sa counter.,Store Operations and Accessibility,,True,0.39731017,0.22568472,0.3770051,NEGATIVE,0.020305067
Tugbok Brew House,2,matcha,"Grabe ka layo gikan sa highway, kinahanglan mo agi pa og dalan nga bumpy kaayo.",Store Operations and Accessibility,,True,0.39561906,0.22244565,0.38193527,NEGATIVE,0.013683796
Kingdom Cafe & Bistro,3,coffee,Reserved parking slots facing the store was pointless as staff were nowhere in sight.,Store Operations and Accessibility,,False,0.4088814,0.21066985,0.3804488,NEGATIVE,0.028432608
Starbucks Damosa IT Park Drive-Thru,3,coffee,Difficult to park and especially leave at these hours not to mention making the left turn after the drive-through facility…My big grumble is with the restricted menu options when driving through…Sometimes even futile for wasted time lining up when I could've gone inside to get what I wanted instead without limit.,Store Operations and Accessibility,,False,0.41366333,0.21631266,0.37002406,NEGATIVE,0.043639272
Coffee By The Way,2,coffee,Kinda glad we came during slow hours.,Store Operations and Accessibility,,False,0.4105023,0.2120162,0.37748152,NEGATIVE,0.033020794
Bajada Bean Co.,1,coffee,"Wala silay backup generator, pag brownout sarado dayon bisan mid afternoon pa.",Store Operations and Accessibility,,True,0.4062755,0.21886355,0.37486085,NEGATIVE,0.031414658
The Daily Grind Davao,1,coffee and matcha,"Wala sila mag update sa operating hours nila kada holiday, permi mi na guess lang.",Store Operations and Accessibility,,True,0.42184564,0.20470707,0.37344724,NEGATIVE,0.048398405
HYGGE COFFEE 2,1,coffee,We usually eat dinner here with my classmates after our 9 PM class since Hygge is open 24 hours.,Store Operations and Accessibility,,False,0.41030332,0.21196324,0.37773344,NEGATIVE,0.032569885
Cafe Gervacios - Pastry and Coffee in Davao City,3,coffee,Plenty of payment options and even parking available—what more could you ask for?,Store Operations and Accessibility,,False,0.40995783,0.21259746,0.37744468,NEGATIVE,0.03251314
Bankerohan Brew,1,coffee,Naay sign nga wifi available pero mao gyud ang pinaka sira nga signal sa tibuok area.,Store Operations and Accessibility,,True,0.40195382,0.21822302,0.37982318,NEGATIVE,0.022130638
Sagrada Coffee Nook,2,coffee and matcha,"Wala silay proper lighting sa parking area, delikado mag park pag gabii na.",Store Operations and Accessibility,,True,0.41085842,0.20823465,0.38090688,NEGATIVE,0.029951543
Kapehan sa Kalinaw,1,coffee,"Grabe ka layo sa main road, walay tricycle nga moadto direkta didto.",Store Operations and Accessibility,,True,0.3951728,0.22267365,0.38215363,NEGATIVE,0.013019174
Matcha Muna,1,coffee,"Puno kaayo walay lingkuranan, wala pa sila mag expand sa space nila.",Store Operations and Accessibility,,True,0.4142742,0.20853189,0.37719396,NEGATIVE,0.03708023
Hygge Coffee,3,coffee,Wifi's fast good for 2 hours only.,Store Operations and Accessibility,,False,0.40800846,0.21122783,0.38076377,NEGATIVE,0.027244687
Mori & Mill,2,coffee,• i don't know why the parking is set up to be like a box so it's super hard to get in and get out.,Store Operations and Accessibility,,False,0.39967635,0.22513172,0.37519187,NEGATIVE,0.024484485
Roxas Ave Roastery,2,matcha,"Naabot ko alas 3 tapos sarado na, sa Google Maps until 6pm man unta.",Store Operations and Accessibility,,True,0.3991155,0.22215848,0.37872604,NEGATIVE,0.020389467
Green Coffee - Ecoland,1,coffee,"Even two hours later, both my wife and I were still experiencing the effects of the fumes, which included lightheadedness and respiratory irritation.",Store Operations and Accessibility,,False,0.41309628,0.20603931,0.3808644,NEGATIVE,0.032231867
Pedal Cafe Davao,3,coffee,Limited parking at the front with a laundry shop next door.,Store Operations and Accessibility,,False,0.39885324,0.21880198,0.38234475,NEGATIVE,0.01650849
Brew Society Davao,1,coffee,"Layo kaayo ang nearest jeepney stop, mag lakaw pa ka og pito ka minuto.",Store Operations and Accessibility,,True,0.40791282,0.21119031,0.38089684,NEGATIVE,0.027015984
Knto Cinco - Puan Branch,3,coffee,"I like the ambience but only limited parking, like 3-4 cars.",Store Operations and Accessibility,,False,0.42667857,0.18918158,0.3841398,NEGATIVE,0.042538762
Garden Cafe,1,coffee,"I just needed a place to sit (the chairs at the airport are little that some people are sitting on the floor and trolleys, some passengers are sleeping like 1 is occupying a whole bench for 3-4 people just lying there) because there are few more hours I needed to wait so I ordered.",Store Operations and Accessibility,,False,0.40971142,0.22145818,0.36883038,NEGATIVE,0.040881038
Matina Matcha Lab,1,coffee,"Wala silay clear schedule, lahi lahi permi ang closing time depende sa staff.",Store Operations and Accessibility,,True,0.4210509,0.20480213,0.37414697,NEGATIVE,0.046903938
Green Leaf Matcha Bar,2,coffee,"Wala silay parking guard, mag guess na lang ka kung safe ba ipark diri sakyanan.",Store Operations and Accessibility,,True,0.4013198,0.21853986,0.38014027,NEGATIVE,0.021179527
Cafe Basilico,3,coffee,The security personnel at the parking made me quite irritable.,Store Operations and Accessibility,,False,0.4204723,0.19972429,0.3798034,NEGATIVE,0.040668905
Kape Lokal,1,coffee,CR out of order since last week pero wala pa gihapon giayo.,Store Operations and Accessibility,,True,0.40237066,0.21938437,0.37824503,NEGATIVE,0.024125636
The Crazy Bite Co. Sky Cafe,3,coffee,24 hours.,Store Operations and Accessibility,,False,0.426199,0.19302972,0.38077128,NEGATIVE,0.04542771
Bankerohan Brew,2,coffee,Naay isa lang ka parking slot para sa disabled pero permi na lang naka park ang staff.,Store Operations and Accessibility,,True,0.40179974,0.21949014,0.37871015,NEGATIVE,0.023089588
Cafe Agdao,2,coffee and matcha,"Sarado sila without notice, nakaabot ra mi para ma disappoint.",Store Operations and Accessibility,,True,0.40943602,0.21093112,0.37963283,NEGATIVE,0.029803187
COFFIX COFFEE SHOP,1,coffee,"Nowhere to park near the spot because the owner of the house parked their vehicles literally on the road, greatly obstructing traffic considering the spot is within 6 meters from the curb.",Store Operations and Accessibility,,False,0.40112308,0.21925047,0.37962642,NEGATIVE,0.021496654
Barok Cafe & Resto,1,coffee,I cannot finish everything we ordered because we are so close to the bathroom and I can hear everything the staff whispering.,Store Operations and Accessibility,,False,0.41710907,0.21179526,0.37109572,NEGATIVE,0.046013355
Coffee Project Mintal,3,coffee,"So sad... Two years before: At this time the best ""close to a restaurant"" in Mintal.",Store Operations and Accessibility,,False,0.40853685,0.21113788,0.38032526,NEGATIVE,0.028211594
Cafe Malagos Roasters,1,coffee,Naay sign nga accessible pero naay hagdan pa diay una mo abot sa entrance.,Store Operations and Accessibility,,True,0.4225787,0.20204832,0.375373,NEGATIVE,0.047205687
Brew Society Davao,1,coffee,"Grabe ka gamay ang doorway, dili gani makasulod ang wheelchair nga tarong.",Store Operations and Accessibility,,True,0.41141164,0.20858935,0.37999895,NEGATIVE,0.03141269
Starbucks Damosa IT Park Drive-Thru,1,coffee,too early close,Store Operations and Accessibility,,False,0.39951825,0.22142518,0.37905654,NEGATIVE,0.020461708
Seattle's Best Coffee,2,coffee,"Because it is located within the DGT development, parking is easy and readily available.",Store Operations and Accessibility,,False,0.41768456,0.19186024,0.39045513,NEGATIVE,0.027229428
Starbucks,3,coffee,They could've made use of their space outside though for guests who want open air,Store Operations and Accessibility,,False,0.39792943,0.22407104,0.3779995,NEGATIVE,0.019929916
Roxas Ave Roastery,1,coffee,Sobra ka layo padulong sa pinaka duol nga public transport para sa store nga ni.,Store Operations and Accessibility,,True,0.39146876,0.22677179,0.38175946,NEGATIVE,0.009709299
Brew Nation Davao,1,matcha,"Grabe ka gamay ang space, dili gani ka fit ang wheelchair sa entre way.",Store Operations and Accessibility,,True,0.40194893,0.22066164,0.37738946,NEGATIVE,0.024559468
The Daily Grind Davao,1,coffee,"Grabe ka layo ang nearest ATM, wala pud sila accept card kaya kinahanglan magbring cash.",Store Operations and Accessibility,,True,0.4063788,0.21726485,0.37635636,NEGATIVE,0.030022442
Starbucks - Matina IT Park,1,coffee,Access going to sbucks is too far from parking lot.,Store Operations and Accessibility,,False,0.4084099,0.21263687,0.3789532,NEGATIVE,0.029456705
Kove,2,coffee,Open Tuesday to Sunday from 7am till 2am.,Store Operations and Accessibility,,False,0.41385245,0.20595945,0.38018805,NEGATIVE,0.033664405
Steep Leaf Davao,2,coffee,"Layo kaayo sa main road, wala pa gani gi maayo ang dalan padulong didto.",Store Operations and Accessibility,,True,0.4014554,0.21996528,0.37857932,NEGATIVE,0.022876084
Cafe Basilico,3,coffee,"There is a parking outside if you have a car, but its a bit off when viewed from the outside considering the neighboring establishments or residential.",Store Operations and Accessibility,,False,0.4271336,0.192202,0.38066438,NEGATIVE,0.04646921
Kiks Davao,3,coffee,The rich and bold flavors of the coffee really hit the spot.,Product Quality,,False,0.3871834,0.22552967,0.38728693,POSITIVE,0.00010353327
Chatime - SM Ecoland Davao,3,coffee,Typical chatime drinks small and fast for your cold milk tea,Product Quality,,False,0.38276675,0.23435976,0.38287348,POSITIVE,0.00010672212
